Description	Name	Egg_1	Egg_2	Egg_3	2_1	2_2	2_3	4_1	4_2	4_3	6_1	6_2	6_3	8_1	8_2	8_3	24_1	24_2	24_3	Gene_stable_ID	Transcript_stable_ID	Protein_stable_ID	Transcript_name	Gene_Synonym	Gene_type	Gene_description
pep chromosome:GRCz11:14:164556:187110:1 gene:ENSDARG00000114022.1 transcript:ENSDART00000185606.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:WDR1 description:WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	1635109.17646963	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:16:45914480:45917322:-1 gene:ENSDARG00000095863.2 transcript:ENSDART00000060822.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:afp4 description:antifreeze protein type IV [Source:ZFIN;Acc:ZDB-GENE-030131-5217]	zgc:161979; afp4	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	1464594.16450202	263460.740186661	22011295.7552308	10658322.6065097	7356982.93872031	260635286.512033	168962843.682776	276390068.115963	NA	NA	NA	NA	NA	NA	NA
Zgc:171426 protein [Danio rerio]	zgc:171426	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	1308377.14985221	263460.740186661	574178.273435576	1470848.85124965	512541.534939593	199123.194798386	214419.032333706	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:22:21852070:21897279:-1 gene:ENSDARG00000010002.12 transcript:ENSDART00000136795.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:gna11a description:guanine nucleotide binding protein (G protein), alpha 11a (Gq class) [Source:ZFIN;Acc:ZDB-GENE-050208-597]	gna11a	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	1259554.10840007	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000010002,ENSDARG00000111208	ENSDART00000136795,ENSDART00000105566,ENSDART00000158501,ENSDART00000190277,ENSDART00000191009,ENSDART00000191328	ENSDARP00000123118,ENSDARP00000096343,ENSDARP00000131797,ENSDARP00000155314,ENSDARP00000151741,ENSDARP00000144963	gna11a-202,gna11a-201,gna11a-203,gna11a-204,gna11a-205,gna11a-206		protein_coding	guanine_nucleotide_binding_protein_(G_protein),_alpha_11a_(Gq_class)_[Source:ZFIN;Acc:ZDB-GENE-050208-597]
pep chromosome:GRCz11:12:33452915:33459579:-1 gene:ENSDARG00000071414.5 transcript:ENSDART00000105562.5 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cybc1 description:cytochrome b-245 chaperone 1 [Source:ZFIN;Acc:ZDB-GENE-040718-418]	zgc:91940	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	1213629.26289285	263460.740186661	226279.625895691	222762.305921108	220863.176934779	1220121.25464539	2551104.21013308	2278535.80248402	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:11:3523358:3535581:-1 gene:ENSDARG00000005699.7 transcript:ENSDART00000009788.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ddx19 description:DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 19 (DBP5 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-020419-30]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	1018204.70580471	263460.740186661	226279.625895691	222762.305921108	220863.176934779	877302.351647126	62809.9561248394	1046402.42127508	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:6:9568149:9581949:-1 gene:ENSDARG00000092660.3 transcript:ENSDART00000144335.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cyp27c1 description:cytochrome P450, family 27, subfamily C, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-080204-68]	cyp27c1	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	943033.102824941	263460.740186661	19772295.5047607	14622144.5110748	10850823.0965001	19195434.1142541	29360332.7716898	11983310.4329369	ENSDARG00000092660	ENSDART00000144335	ENSDARP00000118349	cyp27c1-201		protein_coding	cytochrome_P450,_family_27,_subfamily_C,_polypeptide_1_[Source:ZFIN;Acc:ZDB-GENE-080204-68]
pep chromosome:GRCz11:2:10147103:10151839:1 gene:ENSDARG00000012682.11 transcript:ENSDART00000053426.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:pfn2l description:profilin 2 like [Source:ZFIN;Acc:ZDB-GENE-030131-34]	pfn2l	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	857250.673312546	841907.953846671	226279.625895691	222762.305921108	220863.176934779	2752590.88855914	1615596.21976125	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:9:134489:135774:-1 gene:ENSDARG00000100150.2 transcript:ENSDART00000160435.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:FQ377903.1 description:uncharacterized LOC103911589 [Source:NCBI gene;Acc:103911589]	LOC103911589	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	745901.29840212	263460.740186661	226279.625895691	2606562.45199968	1657705.4389998	199123.194798386	1777737.48759147	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:13:36037970:36049008:-1 gene:ENSDARG00000039150.6 transcript:ENSDART00000189978.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:lgmn description:legumain [Source:ZFIN;Acc:ZDB-GENE-021030-1]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	737556.462693983	677910.140992842	226279.625895691	222762.305921108	220863.176934779	4903123.77744179	214419.032333706	1165860.92160453	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:7:56703299:56721892:1 gene:ENSDARG00000010250.9 transcript:ENSDART00000147259.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:nqo1 description:NAD(P)H dehydrogenase, quinone 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1226]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	696889.484861357	778642.983741853	1492195.11379159	705273.736683305	886878.241657843	637773.542555187	214419.032333706	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:20:18721311:18736281:-1 gene:ENSDARG00000070625.7 transcript:ENSDART00000142837.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:enpp5 description:ectonucleotide pyrophosphatase/phosphodiesterase 5 [Source:ZFIN;Acc:ZDB-GENE-041014-10]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	552458.976927404	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	NA	NA	NA	NA	NA	NA	NA
Ak3l1 protein [Danio rerio]	ak3	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	532212.108538341	263460.740186661	226279.625895691	1213987.48009729	1149039.03818542	4642218.07943591	2361870.39966687	246475.804151868	ENSDARG00000058226	ENSDART00000132995	ENSDARP00000116187	ak3-201		protein_coding	adenylate_kinase_3_[Source:ZFIN;Acc:ZDB-GENE-040426-2142]
pep chromosome:GRCz11:10:45031398:45047242:1 gene:ENSDARG00000098296.2 transcript:ENSDART00000160536.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:gnsb description:glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID), b [Source:ZFIN;Acc:ZDB-GENE-030131-5846]	gnsb	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	518298.891134565	231964.34038768	329513.251483644	222762.305921108	220863.176934779	3162172.40871968	2106861.74097352	246475.804151868	ENSDARG00000098296	ENSDART00000160536	ENSDARP00000135019	gnsb-201		protein_coding	glucosamine_(N-acetyl)-6-sulfatase_(Sanfilippo_disease_IIID),_b_[Source:ZFIN;Acc:ZDB-GENE-030131-5846]
pep chromosome:GRCz11:10:26926654:26933031:1 gene:ENSDARG00000056479.7 transcript:ENSDART00000078980.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:rab1bb description:RAB1B, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-040625-133]	rab1bb	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	515421.423951357	263460.740186661	226279.625895691	961912.719022863	220863.176934779	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000056479,ENSDARG00000109723	ENSDART00000078980,ENSDART00000100289,ENSDART00000185034,ENSDART00000188254,ENSDART00000190762	ENSDARP00000073437,ENSDARP00000091062,ENSDARP00000146478,ENSDARP00000155357,ENSDARP00000149381	rab1bb-201,rab1bb-202,rab1bb-203,rab1bb-204,rab1bb-205		protein_coding	RAB1B,_member_RAS_oncogene_family_b_[Source:ZFIN;Acc:ZDB-GENE-040625-133]
pep chromosome:GRCz11:13:31393192:31397987:-1 gene:ENSDARG00000005423.10 transcript:ENSDART00000008287.8 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:pgam1a description:phosphoglycerate mutase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-1827]	pgam1a	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	492892.834781112	263460.740186661	226279.625895691	1244736.41201247	190187.789157484	571165.219455043	458369.633984815	471944.769603447	ENSDARG00000005423	ENSDART00000008287,ENSDART00000145300	ENSDARP00000006201,	pgam1a-201,pgam1a-202		protein_coding	phosphoglycerate_mutase_1a_[Source:ZFIN;Acc:ZDB-GENE-030131-1827]
pep chromosome:GRCz11:11:10832560:10850936:-1 gene:ENSDARG00000063100.6 transcript:ENSDART00000091901.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psmd14 description:proteasome 26S subunit, non-ATPase 14 [Source:ZFIN;Acc:ZDB-GENE-070410-56]	MGC162272	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	485316.778544277	2628944.2523626	226279.625895691	222762.305921108	543919.918197948	1869212.94013342	472631.113491391	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:24:35522301:35534273:-1 gene:ENSDARG00000028198.7 transcript:ENSDART00000026578.8 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ube2v2 description:ubiquitin-conjugating enzyme E2 variant 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2919]	ube2v2	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	460654.747503792	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	ENSDARG00000028198	ENSDART00000026578	ENSDARP00000004795	ube2v2-201		protein_coding	ubiquitin-conjugating_enzyme_E2_variant_2_[Source:ZFIN;Acc:ZDB-GENE-040426-2919]
pep chromosome:GRCz11:17:32622933:32630283:1 gene:ENSDARG00000055120.7 transcript:ENSDART00000077418.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ctsba description:cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	ctsba	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	439958.993730636	263460.740186661	226279.625895691	222762.305921108	220863.176934779	3654678.79169183	893710.670061015	3643052.83784203	ENSDARG00000055120	ENSDART00000077418,ENSDART00000136459,ENSDART00000137270,ENSDART00000142449,ENSDART00000144217,ENSDART00000137617,ENSDART00000138373,ENSDART00000152067,ENSDART00000135339,ENSDART00000147144	ENSDARP00000071885,,ENSDARP00000114825	ctsba-201,ctsba-203,ctsba-204,ctsba-207,ctsba-208,ctsba-205,ctsba-206,ctsba-210,ctsba-202,ctsba-209		protein_coding	cathepsin_Ba_[Source:ZFIN;Acc:ZDB-GENE-040426-2650]
pep chromosome:GRCz11:24:16983329:17002950:1 gene:ENSDARG00000008292.9 transcript:ENSDART00000023833.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:eif2s3 description:eukaryotic translation initiation factor 2, subunit 3 gamma [Source:ZFIN;Acc:ZDB-GENE-030131-5552]	eif2s3	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	422262.308932701	346986.172409498	226279.625895691	1262996.06487868	3731499.04468377	9581495.85320378	13441017.371763	9074936.05910286	ENSDARG00000008292	ENSDART00000139176,ENSDART00000145520,ENSDART00000023833,ENSDART00000135580	ENSDARP00000121353,,ENSDARP00000027695,ENSDARP00000116875	eif2s3-203,eif2s3-204,eif2s3-201,eif2s3-202		protein_coding	eukaryotic_translation_initiation_factor_2,_subunit_3_gamma_[Source:ZFIN;Acc:ZDB-GENE-030131-5552]
pep chromosome:GRCz11:23:43695822:43718067:-1 gene:ENSDARG00000007216.8 transcript:ENSDART00000015777.8 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:abce1 description:ATP-binding cassette, sub-family E (OABP), member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1995]	abce1	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	401431.171798558	173240.624528174	226279.625895691	222762.305921108	767396.501589942	3670929.45444014	2266808.35659129	3913864.72698677	ENSDARG00000007216	ENSDART00000015777,ENSDART00000192175	ENSDARP00000011642,ENSDARP00000156268	abce1-201,abce1-202		protein_coding	ATP-binding_cassette,_sub-family_E_(OABP),_member_1_[Source:ZFIN;Acc:ZDB-GENE-040426-1995]
pep chromosome:GRCz10:8:44218294:44230523:-1 gene:ENSDARG00000068217.5 transcript:ENSDART00000098525.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:stx2b description:syntaxin 2b [Source:ZFIN;Acc:ZDB-GENE-091204-424]	LOC100536636; stx2b	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	381686.945488881	263460.740186661	226279.625895691	222762.305921108	220863.176934779	199123.194798386	214419.032333706	246475.804151868	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:3:36332579:36364903:-1 gene:ENSDARG00000037924.7 transcript:ENSDART00000028883.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:gna13b description:guanine nucleotide binding protein (G protein), alpha 13b [Source:ZFIN;Acc:ZDB-GENE-030131-8277]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	379576.28154827	263460.740186661	226279.625895691	685735.098764642	672560.721152421	199123.194798386	7894520.80432534	3969394.79272212	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:8:26923613:26961779:-1 gene:ENSDARG00000068572.4 transcript:ENSDART00000099214.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:slc16a1b description:solute carrier family 16 (monocarboxylate transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-030515-5]	slc16a1; slc16a1b	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	373325.85654123	263460.740186661	1536801.88174872	2379746.89223584	460623.684762002	14322274.6902652	4361252.63034081	14074984.8867026	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:18:5861755:5875433:-1 gene:ENSDARG00000016080.9 transcript:ENSDART00000151727.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:nob1 description:NIN1 (RPN12) binding protein 1 homolog [Source:ZFIN;Acc:ZDB-GENE-030131-3112]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	336352.238257022	448904.430934356	356930.072172064	782202.098573738	1232300.53675836	2147669.66520759	3334457.03313151	2288468.51486603	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:3:16724614:16750036:1 gene:ENSDARG00000016875.12 transcript:ENSDART00000182135.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:gys1 description:glycogen synthase 1 (muscle) [Source:ZFIN;Acc:ZDB-GENE-040426-1243]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	284775.208008913	545380.01577577	226279.625895691	461266.557870451	606426.503167427	1917155.4499355	2424210.85938737	1275698.60947774	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:2:2630188:2642476:-1 gene:ENSDARG00000087421.4 transcript:ENSDART00000124032.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:serbp1b description:SERPINE1 mRNA binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-031118-196]	NA	226183.793765416	164490.883165743	172416.259455061	194655.779391898	218542.398906558	200316.40149845	210954.748090464	255281.38508428	228102.928147739	287118.545381878	283549.73510703	263460.740186661	226279.625895691	289248.898554034	7943177.95088588	19246017.2529027	20923346.1263858	34759863.105134	NA	NA	NA	NA	NA	NA	NA
